key_ind,zaehler,indication_class_de,name_de,name_en,translation_source,translation_date,confidence_level,validation_status,review_source,review_date,reviewed_name_en,review_notes
02A06,3,Opioide (Tapentadol-Typ),Tapentadol und Tapentadol-Derivate,Tapentadol and tapentadol derivatives,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02A07,1,Kombinationen mit Opioid-Antagonisten,Opioide in Kombinationen mit Opioid-Antagonisten,Opioids in combination with opioid antagonists,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02A08,1,Kombinationen mit Antipyretika,Opioide in Kombinationen mit Antipyretika,Opioids in combination with antipyretics,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02A09,1,Sonstige Kombinationen,"Opioide, sonstige Kombinationen","Opioids, other combinations",qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B,1,Antipyretisch wirkende Analgetika,"Analgetika, antipyretisch wirksame",Analgesics with antipyretic activity,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B,2,Antipyretisch wirkende Analgetika,Antipyretika,Antipyretics,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B,3,Antipyretisch wirkende Analgetika,Dysmenorrhoe,Dysmenorrhea,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B,4,Antipyretisch wirkende Analgetika,Erkältungskrankheiten,Common cold,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B,5,Antipyretisch wirkende Analgetika,Fieber,Fever,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B,6,Antipyretisch wirkende Analgetika,Fieberhafte Erkrankungen,Febrile diseases,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B,7,Antipyretisch wirkende Analgetika,Fiebermittel,Antipyretics,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B,8,Antipyretisch wirkende Analgetika,Grippe,Influenza,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B,9,Antipyretisch wirkende Analgetika,Hexenschuss,Lumbago,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B,10,Antipyretisch wirkende Analgetika,Ischialgie,Sciatica,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B,11,Antipyretisch wirkende Analgetika,Kopfschmerzen,Headache,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B,12,Antipyretisch wirkende Analgetika,Lumbago,Lumbago,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B,13,Antipyretisch wirkende Analgetika,Menstruationsbeschwerden,Menstrual disorders,qwen3.8-flash-next,2026-08-29,high,corrected,openai-codex-manual-review,2026-08-29,Menstrual symptoms,Manual review against current clinical nomenclature.
02B,14,Antipyretisch wirkende Analgetika,Morbus Bechterew,Ankylosing spondylitis,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B,15,Antipyretisch wirkende Analgetika,Myalgie,Myalgia,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B,16,Antipyretisch wirkende Analgetika,Nervenschmerzen,Neuralgia,qwen3.8-flash-next,2026-08-29,high,corrected,openai-codex-manual-review,2026-08-29,Neuropathic pain,Manual review against current clinical nomenclature.
02B,17,Antipyretisch wirkende Analgetika,Neuralgien,Neuralgia,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B,18,Antipyretisch wirkende Analgetika,Rheumatismus,Rheumatism,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B,19,Antipyretisch wirkende Analgetika,Trigeminusneuralgie,Trigeminal neuralgia,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B,20,Antipyretisch wirkende Analgetika,Weichteilrheumatismus,Soft tissue rheumatism,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B,21,Antipyretisch wirkende Analgetika,Wundschmerz,Wound pain,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B,22,Antipyretisch wirkende Analgetika,Zahnschmerzen,Toothache,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B01,1,Anilin-Derivate (Monopräparate),Anilin-Derivate,Aniline derivatives,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B02,1,Pyrazol-Derivate (Monopräparate),Phenazone,Phenazone,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B02,2,Pyrazol-Derivate (Monopräparate),Pyrazol-Derivate (analgetisch),Pyrazole derivatives (analgesic),qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B02,3,Pyrazol-Derivate (Monopräparate),Pyrazolone,Pyrazolones,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B03,1,Salicylsäure-Derivate (Monopräparate),Salicylsäure-Derivate,Salicylic acid derivatives,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B04,1,Arylpropionsäure-Derivate (Monopräparate),Arylpropionsäure-Derivate (analgetisch),Arylpropionic acid derivatives (analgesic),qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B04,2,Arylpropionsäure-Derivate (Monopräparate),Propionsäure-Derivate (analgetisch),Propionic acid derivatives (analgesic),qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B05,1,Sonstige Monopräparate,"Analgetika, antipyretische, sonstige","Other analgesics, antipyretic",qwen3.8-flash-next,2026-08-29,high,corrected,openai-codex-manual-review,2026-08-29,Other antipyretic analgesics,Manual review against current clinical nomenclature.
02B06,1,"Kombinationen, codeinhaltig",Analgetika mit Codein,Analgesics with codeine,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B07,1,Kombinationen mit Vitaminen,Analgetika mit Vitaminen,Analgesics with vitamins,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B08,1,"Kombinationen, coffeinhaltig",Analgetika mit Coffein,Analgesics with caffeine,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02B09,1,Reine Analgetika-Kombinationen,"Analgetika, Kombinationen untereinander","Analgesics, combinations among themselves",qwen3.8-flash-next,2026-08-29,high,corrected,openai-codex-manual-review,2026-08-29,Combinations of analgesics,Manual review against current clinical nomenclature.
02B10,1,Sonstige Kombinationen,"Analgetika, sonstige Kombinationen","Analgesics, other combinations",qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02C,1,Analgetika mit anderen Wirkmechanismen,Analgetika mit anderen Wirkmechanismen,Analgesics with other mechanisms of action,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02C,2,Analgetika mit anderen Wirkmechanismen,Neuropathische Schmerzen,Neuropathic pain,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02C,3,Analgetika mit anderen Wirkmechanismen,"Schmerzen, neuropathische","Pain, neuropathic",qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02C01,1,Selektive neuronale Kaliumkanalöffner,"Kaliumkanalöffner, selektive neuronale",Selective neuronal potassium channel openers,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02C02,1,Conopeptide,Conopeptide,Conopeptides,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02C02,2,Conopeptide,Konopeptide,Conopeptides,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02C03,1,Sonstige,"Analgetika, sonstige nichtopioide und nichtantipyretische","Other non-opioid, non-antipyretic analgesics",qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02D,1,Neuropathie-Analgetika,Diabetische Neuropathie,Diabetic neuropathy,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02D,2,Neuropathie-Analgetika,Neuropathie,Neuropathy,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02D,3,Neuropathie-Analgetika,Neuropathie-Analgetika,Analgesics for neuropathy,qwen3.8-flash-next,2026-08-29,high,corrected,openai-codex-manual-review,2026-08-29,Analgesics for neuropathic pain,Manual review against current clinical nomenclature.
02D,4,Neuropathie-Analgetika,Trigeminusneuralgie,Trigeminal neuralgia,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02D,5,Neuropathie-Analgetika,Zosterneuropathie,Postherpetic neuralgia,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02D01,1,Tricyclische Antidepressiva,"Antidepressiva, tricyclische",Tricyclic antidepressants,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02D01,2,Tricyclische Antidepressiva,"Antidepressiva, tricyclische bei Neuropathie",Tricyclic antidepressants for neuropathy,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
02D01,3,Tricyclische Antidepressiva,Tricyclische Antidepressiva bei Neuropathie,Tricyclic antidepressants for neuropathy,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
